isogroup gene ontology,
TRINITY_DN14135_c0_g1,GO:0000932;GO:0005730;GO:0005654;GO:0005634;GO:0043204;GO:0031298;GO:0003682;GO:0001046;GO:0003677;GO:0003917;GO:0044822;GO:0006338;GO:0007059;GO:0032922;GO:0007623;GO:0006260;GO:0006265;GO:0040016;GO:0016310;GO:0012501;GO:0016925;GO:0042493;GO:0016032
TRINITY_DN6414_c0_g1,GO:0030016;GO:0032982;GO:0005524;GO:0003774
TRINITY_DN38712_c0_g1,GO:0005814;GO:0005737;GO:0016020;GO:0005743;GO:0005634;GO:0032183;GO:0031625;GO:0004842;GO:0008270;GO:0006974;GO:0006281;GO:0016567;GO:0042787;GO:0007283
TRINITY_DN10645_c0_g1,GO:0030286;GO:0070062;GO:0003777;GO:0007018
TRINITY_DN31998_c0_g1,GO:0045111;GO:0005654;GO:0005634;GO:0006915;GO:0010942;GO:0006355;GO:0006351
TRINITY_DN17379_c0_g1,GO:0005913;GO:0005737;GO:0005730;GO:0098641;GO:0046872;GO:0044822;GO:0019221
TRINITY_DN24348_c0_g1,GO:0022627;GO:0003723;GO:0003735;GO:0000028;GO:0006412
TRINITY_DN13366_c0_g1,GO:0005783;GO:0005789;GO:0016021;GO:0031201;GO:0006888;GO:0006886;GO:0061025;GO:0006890
TRINITY_DN293_c0_g1,
TRINITY_DN28556_c0_g1,GO:0005737;GO:0030529;GO:0016020;GO:0005654;GO:0000166;GO:0044822
TRINITY_DN37950_c0_g1,GO:0005658;GO:0016020;GO:0005654;GO:0003896;GO:0046872;GO:0003697;GO:0006270;GO:0006269;GO:0006271;GO:0000082;GO:0000722
TRINITY_DN21728_c0_g1,
TRINITY_DN11157_c0_g1,GO:0071013;GO:0005737;GO:0005654;GO:0005681;GO:0005524;GO:0004004;GO:0042802;GO:0044822;GO:0000398
TRINITY_DN24625_c0_g1,GO:0022626;GO:0000228;GO:0005730;GO:0015935;GO:0019843;GO:0003735;GO:0006412
TRINITY_DN25132_c0_g1,GO:0009897;GO:0070062;GO:0016021;GO:0030246;GO:0046872;GO:0002925;GO:0051712;GO:0051000;GO:0051770
TRINITY_DN17036_c0_g1,GO:0005737;GO:0005525;GO:0003924;GO:0003746
TRINITY_DN39978_c0_g1,GO:0005737;GO:0005730;GO:0048471;GO:0003725;GO:0008047;GO:0030422
TRINITY_DN28560_c0_g1,GO:0031390;GO:0005663;GO:0005634;GO:0003689;GO:0043142;GO:0006260;GO:0006261;GO:1900264;GO:0046683
TRINITY_DN8907_c1_g1,GO:0016607;GO:0005634;GO:0005685;GO:0003677;GO:0003729;GO:0006376;GO:0008380
TRINITY_DN37149_c0_g1,GO:0000786;GO:0005634;GO:0003677
TRINITY_DN20078_c0_g1,GO:0012505;GO:0016021;GO:0008250;GO:0004579;GO:0006915;GO:0006487
TRINITY_DN36328_c0_g1,GO:0005737;GO:0016491;GO:0008202
TRINITY_DN17321_c0_g1,GO:0005737;GO:0022008;GO:0070374;GO:0046579
TRINITY_DN2389_c0_g1,GO:0005737;GO:0005634;GO:0051059;GO:0032088;GO:0006351
TRINITY_DN29043_c0_g1,GO:0005832;GO:0005815;GO:0005524;GO:0044183;GO:0051082;GO:0006458;GO:0061077
TRINITY_DN35170_c0_g1,GO:0005813;GO:0005737
TRINITY_DN34943_c0_g1,GO:0005788;GO:0005506;GO:0031418;GO:0016702;GO:0004656
TRINITY_DN16636_c0_g1,GO:0005884;GO:0005923;GO:0009986;GO:0008180;GO:0005737;GO:0031410;GO:0030139;GO:0009897;GO:0016021;GO:0030027;GO:0001726;GO:0001725;GO:0043532;GO:0004872;GO:0030036;GO:0043534;GO:0048514;GO:0042074;GO:0034613;GO:0006935;GO:0003365;GO:0001702;GO:0035329;GO:0001701;GO:0016525;GO:0034260;GO:0043116;GO:0043536;GO:0040019;GO:0030334;GO:0051056;GO:0001570
TRINITY_DN38479_c0_g1,GO:0005730;GO:0005634;GO:0046872;GO:0044822
TRINITY_DN11698_c0_g1,GO:0042995
TRINITY_DN10070_c0_g1,GO:0005634;GO:0006310;GO:0051321
TRINITY_DN4877_c0_g1,GO:0005634;GO:0008270
TRINITY_DN35115_c0_g1,GO:0000786;GO:0005634;GO:0003677
TRINITY_DN11752_c0_g1,GO:0005813;GO:0005929;GO:0031410;GO:0030992;GO:0005634;GO:0048487;GO:0003682;GO:0060271;GO:0007368;GO:0008544;GO:0007507;GO:0042073;GO:0035735;GO:0003334;GO:0050680;GO:1905515;GO:0007219;GO:0033630;GO:0045944
TRINITY_DN25817_c0_g1,GO:0016607;GO:0005634;GO:0005685;GO:0003677;GO:0003729;GO:0006376;GO:0008380
TRINITY_DN25018_c0_g1,GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
TRINITY_DN37861_c0_g1,GO:0005840;GO:0003735;GO:0006412
TRINITY_DN15510_c0_g1,GO:0005737;GO:0005634;GO:0019005;GO:0004843;GO:0071987;GO:0006284;GO:0006974;GO:0034644;GO:0035520;GO:0043066;GO:0043154;GO:0010972;GO:1902230;GO:0045892;GO:0030307;GO:0042493;GO:0006511
TRINITY_DN22757_c0_g1,GO:0000145;GO:0006904
TRINITY_DN3295_c0_g1,GO:0005737;GO:0005829;GO:0070062;GO:0005794;GO:0005730;GO:0005634;GO:0005886;GO:0003857;GO:0050104;GO:0070403;GO:0042803;GO:0006631;GO:0019640
TRINITY_DN21674_c0_g1,GO:0022627;GO:0005840;GO:0015935;GO:0003735;GO:0045182;GO:0006412
TRINITY_DN11482_c0_g1,GO:0005929;GO:0005737;GO:0005874;GO:0005524;GO:0016874;GO:0051013;GO:0018095
TRINITY_DN24476_c0_g1,
TRINITY_DN23473_c0_g1,GO:0005730;GO:0005634;GO:0030036;GO:0015031;GO:0042273;GO:0000055
TRINITY_DN3888_c0_g1,GO:0005737;GO:0016020;GO:0005634;GO:0005886;GO:0044822
TRINITY_DN20037_c0_g1,GO:0005576;GO:0030246;GO:0046872;GO:0016337
TRINITY_DN32800_c0_g1,GO:0042995;GO:0005737;GO:0005856;GO:0019898;GO:0045121;GO:0005634;GO:0048471;GO:0005886;GO:0043234;GO:0045202;GO:0008013;GO:0005178;GO:0019904;GO:0030308
TRINITY_DN11180_c0_g1,GO:0008180;GO:0048471;GO:0046872;GO:0008237
TRINITY_DN27765_c0_g1,GO:0005634;GO:0070876;GO:0006974;GO:0006281;GO:0007093;GO:0010212
TRINITY_DN35822_c0_g1,GO:0005840;GO:0003735;GO:0006414
TRINITY_DN1164_c0_g1,GO:0016021;GO:0016491;GO:0016740
TRINITY_DN24813_c0_g1,GO:0005852;GO:0003743;GO:0031369;GO:0006413
TRINITY_DN5148_c0_g1,GO:0005737;GO:0005783;GO:0005789;GO:0016021;GO:0005634;GO:0031490;GO:0001047;GO:0001158;GO:0046982;GO:0000977;GO:0000981;GO:0003700;GO:0060612;GO:0001525;GO:0071230;GO:0071498;GO:0042149;GO:0071353;GO:0071499;GO:0071222;GO:0071375;GO:0035356;GO:0042632;GO:0001935;GO:0060691;GO:0031017;GO:0055089;GO:0042593;GO:0070059;GO:0001889;GO:0007517;GO:0043066;GO:1902236;GO:0045579;GO:0030335;GO:1900103;GO:0045600;GO:2000347;GO:0002639;GO:1903489;GO:0045348;GO:1900100;GO:1901800;GO:0045582;GO:0045944;GO:0006990;GO:0035470;GO:0031648;GO:0010506;GO:0034976;GO:1990418;GO:0055092;GO:0006351;GO:0006511
TRINITY_DN37560_c0_g1,GO:0016282;GO:0005524;GO:0008026;GO:0043024;GO:0003743
TRINITY_DN38589_c0_g1,GO:0005913;GO:0005737;GO:0005829;GO:0005769;GO:0031313;GO:0019897;GO:0005794;GO:0005622;GO:0030496;GO:0005654;GO:0098641;GO:0004843;GO:0007032;GO:0000281;GO:0016579;GO:0071108;GO:0070536;GO:0007265;GO:0006511
TRINITY_DN25908_c0_g1,GO:0005789;GO:0016021;GO:0005622;GO:0006614
TRINITY_DN20658_c0_g1,GO:0071013;GO:0016020;GO:0005654;GO:0005634;GO:0005681;GO:0005682;GO:0005524;GO:0008026;GO:0004004;GO:0042802;GO:0044822;GO:0000398;GO:0001649
TRINITY_DN10485_c0_g1,GO:0044297;GO:0005832;GO:0070062;GO:0031012;GO:0005874;GO:0043209;GO:0002199;GO:0005524;GO:0044183;GO:0051082;GO:0006458;GO:0007339;GO:0051086;GO:0051131;GO:0061077;GO:1904851;GO:1904871;GO:0051973;GO:1904874;GO:0032212;GO:0050821;GO:0090666;GO:1901998
TRINITY_DN34944_c0_g1,GO:0005913;GO:0030136;GO:0005829;GO:0005794;GO:0043231;GO:0016020;GO:0005654;GO:0048471;GO:0098641;GO:0030276;GO:0008289;GO:0048268;GO:0006897
TRINITY_DN3517_c0_g1,GO:0005786;GO:0008312;GO:0030942;GO:0006614
TRINITY_DN27910_c0_g1,GO:0005737;GO:0005681;GO:0005524;GO:0004004;GO:0044822;GO:0000398
TRINITY_DN2560_c1_g1,GO:0005783;GO:0005788;GO:0046872;GO:0016491;GO:0042803
TRINITY_DN32373_c0_g1,GO:0005615;GO:0016020;GO:0005578;GO:0005509;GO:0008201;GO:0048495;GO:0048846;GO:0007420;GO:0050770;GO:0035385;GO:0021510
TRINITY_DN27859_c0_g1,GO:0009925;GO:0016323;GO:0031253;GO:0005887;GO:0016020;GO:0043234;GO:0042383;GO:0030315;GO:0015254;GO:0015288;GO:0015250;GO:0015670;GO:0071392;GO:0071333;GO:0071347;GO:0071354;GO:0009992;GO:0007565;GO:0042538;GO:0034220;GO:0060354;GO:0032691;GO:0032715;GO:0051260;GO:0010574;GO:0051384;GO:0009314;GO:0006833
TRINITY_DN32970_c0_g1,GO:0005769;GO:0005768;GO:0070062;GO:0019898;GO:0019899;GO:0035091;GO:0006897;GO:2000642;GO:0010629;GO:0042177;GO:0010955;GO:0051224;GO:0015031;GO:0030100;GO:0016050
TRINITY_DN30968_c0_g1,GO:0005737;GO:0005856;GO:0005524
TRINITY_DN10378_c0_g1,GO:0000794;GO:0031674;GO:0005875;GO:0030017;GO:0005863;GO:0030018;GO:0003779;GO:0008307;GO:0051301;GO:0040011;GO:0007498;GO:0007076;GO:0016203;GO:0007517;GO:0007520;GO:0035206;GO:0045214;GO:0019233;GO:0007062;GO:0007519;GO:0007525;GO:0007522
TRINITY_DN39131_c0_g1,GO:0005783;GO:0005509;GO:0044325;GO:0051219;GO:0005080;GO:0003723;GO:0001701;GO:0001889;GO:0006491;GO:0010977;GO:0006807;GO:0051291;GO:0072001
TRINITY_DN39183_c0_g1,GO:0050208;GO:0070207
TRINITY_DN25592_c0_g1,GO:0005737;GO:0005874;GO:0005525;GO:0003924;GO:0005200;GO:0007017
TRINITY_DN37790_c0_g1,GO:0036064;GO:0005737;GO:0044458
TRINITY_DN12101_c0_g1,GO:0005737;GO:0070062;GO:0030529;GO:0005654;GO:0005634;GO:0005681;GO:0035198;GO:0003730;GO:1990247;GO:0000166;GO:0043047;GO:1990428;GO:0006406;GO:0000398;GO:0031053
TRINITY_DN38834_c0_g1,GO:0005737;GO:0008168
TRINITY_DN9133_c0_g1,GO:0005840;GO:0003735;GO:0006412
TRINITY_DN38872_c0_g1,GO:0005759;GO:0005739;GO:0008260;GO:0042803;GO:0060612;GO:0007420;GO:0046950;GO:0007507;GO:0046952;GO:0042182;GO:0035774;GO:0014823;GO:0042493;GO:0045471;GO:0009725;GO:0007584;GO:0042594
TRINITY_DN28678_c0_g1,GO:0004022;GO:0004552;GO:0051903;GO:0080007;GO:0008270;GO:0006066;GO:0006069;GO:0080164;GO:2000169;GO:0008542
TRINITY_DN31705_c0_g1,GO:0005737;GO:0070062;GO:0005634;GO:0005839;GO:0019773;GO:0004298;GO:0052548;GO:0006511
TRINITY_DN16881_c0_g1,GO:0005737;GO:0035145;GO:0000184
TRINITY_DN1046_c0_g1,GO:0005509
TRINITY_DN35910_c0_g1,GO:0000786;GO:0005634;GO:0003677;GO:0006334
TRINITY_DN35866_c0_g1,GO:0005739;GO:0004109;GO:0042803;GO:0006783;GO:0006782
TRINITY_DN35597_c0_g1,GO:0005743;GO:0004129
TRINITY_DN28098_c0_g1,GO:0005737;GO:0005856;GO:0005829;GO:0070062;GO:0005622;GO:0008144;GO:0001882;GO:0042301;GO:0002060;GO:0004731;GO:0008637;GO:0006161;GO:0006149;GO:0046070;GO:0006183;GO:0046115;GO:0006148;GO:0008630;GO:0070233;GO:0046638;GO:0045579;GO:0045739;GO:0001916;GO:0042102;GO:0042278;GO:0043101;GO:0010332;GO:0034418
TRINITY_DN27126_c0_g1,GO:0016433
TRINITY_DN491_c0_g1,GO:0072492;GO:0005758;GO:0005739;GO:0005886;GO:0005507;GO:0004129;GO:0042774;GO:0008535
TRINITY_DN23712_c0_g1,GO:0016235;GO:0005789;GO:0016021;GO:0045111;GO:0005791;GO:0008565;GO:0006620
TRINITY_DN30322_c0_g1,GO:0016021;GO:0005634;GO:0005385;GO:0006355;GO:0006351;GO:0006829
TRINITY_DN13335_c0_g1,GO:0004871
TRINITY_DN31117_c0_g1,GO:0035091
TRINITY_DN26307_c0_g1,GO:0005814;GO:0005813;GO:0036064;GO:0005929;GO:0005622;GO:0032391;GO:0071942;GO:0005509;GO:0031683;GO:0032795;GO:0008017;GO:0051301;GO:0007099;GO:0007067;GO:0006289;GO:0032465;GO:0007283
TRINITY_DN39487_c0_g1,GO:0005737;GO:0005736;GO:0005730;GO:0005654;GO:0005634;GO:0003682;GO:0003677;GO:0001054;GO:0008270;GO:1904750;GO:0045815;GO:0006363;GO:0006362;GO:0006361
TRINITY_DN39874_c0_g1,
TRINITY_DN39968_c0_g1,GO:0005938;GO:0043034;GO:0005856;GO:0005509;GO:0051693
TRINITY_DN7767_c0_g1,GO:0003964
TRINITY_DN32815_c0_g1,GO:0070062;GO:0005743;GO:0005759;GO:0042645;GO:0005739;GO:0043209;GO:0005525;GO:0003924;GO:0044822;GO:0003746;GO:0070125;GO:0006414
TRINITY_DN580_c0_g1,GO:0005829;GO:0005743;GO:0005758;GO:0005739;GO:0005634;GO:0048471;GO:0003677;GO:0071949;GO:0016174;GO:0016651;GO:0006919;GO:0006915;GO:0045454;GO:1904045;GO:0071392;GO:0070301;GO:0071732;GO:0090650;GO:0030261;GO:0070059;GO:0032981;GO:0051402;GO:0030182;GO:0043065;GO:0043525;GO:1902510;GO:0002931;GO:1902065;GO:0009636
TRINITY_DN35728_c0_g1,GO:0015629;GO:0005737;GO:0030027;GO:0014069;GO:0001725;GO:0003779;GO:0008270;GO:0007411;GO:0060271;GO:0007010;GO:0030032;GO:0045944
TRINITY_DN25406_c0_g1,GO:0005901;GO:0005783;GO:0005768;GO:0000139;GO:0045121;GO:0005198;GO:0070836;GO:0031295
TRINITY_DN27226_c0_g1,GO:0005737;GO:0005815
TRINITY_DN37108_c0_g1,GO:0005737;GO:0005829
TRINITY_DN26298_c0_g1,GO:0005737;GO:0005815;GO:0072686;GO:0005634;GO:0005524;GO:0004707;GO:0004674;GO:0006915;GO:0007094;GO:0018105;GO:0018107;GO:0031647;GO:0070849
TRINITY_DN28094_c0_g1,GO:0005634;GO:0048471;GO:0003729;GO:0000166;GO:0003723;GO:0000398;GO:0048026;GO:0000381;GO:0000302
TRINITY_DN9153_c0_g1,GO:0070776;GO:0005730;GO:0000786;GO:0005634;GO:0016605;GO:0016407;GO:0003677;GO:0004402;GO:0008134;GO:0008270;GO:0090398;GO:0016573;GO:0043966;GO:0030099;GO:0045892;GO:0006334;GO:0010628;GO:0045893;GO:0006473;GO:0006351
TRINITY_DN37592_c0_g1,GO:0005759;GO:0005750;GO:0004222;GO:0008270;GO:0009060;GO:0006122;GO:0016485
TRINITY_DN14907_c0_g1,GO:0005737;GO:0000784;GO:0005664;GO:0005654;GO:0005634;GO:0000808;GO:0005524;GO:0003688;GO:0000166;GO:0006260;GO:0006270;GO:0000082
TRINITY_DN9897_c0_g1,GO:0019902
TRINITY_DN39848_c0_g1,GO:0005737;GO:0004450;GO:0046872;GO:0006097;GO:0006099
TRINITY_DN19813_c0_g1,GO:0005737;GO:0070286
TRINITY_DN27208_c0_g1,
TRINITY_DN37065_c0_g1,GO:0071013;GO:0016607;GO:0005681;GO:0071006;GO:0003723;GO:0000398;GO:0006909
TRINITY_DN21536_c0_g1,GO:0005737;GO:0005874;GO:0005815;GO:0005819;GO:0007100;GO:0007399;GO:0060052;GO:2000574;GO:0006810
TRINITY_DN28005_c0_g1,GO:0030054;GO:0030285;GO:0005509;GO:0000149;GO:0045955;GO:0016079
TRINITY_DN38809_c0_g1,GO:0005739;GO:0043457
TRINITY_DN35192_c0_g1,GO:0005929;GO:0005737;GO:0035301;GO:0005871;GO:0005874;GO:0005524;GO:0016887;GO:0003777;GO:0007368;GO:0007018;GO:0045879
TRINITY_DN37219_c0_g1,GO:0005605;GO:0005604;GO:0071944;GO:0070062;GO:0031012;GO:0005576;GO:0005615;GO:0005578;GO:0005509;GO:0005518;GO:0050840;GO:0043236;GO:0043237;GO:0043394;GO:0007160;GO:0022617;GO:0030198;GO:0032836;GO:0010811
TRINITY_DN16521_c0_g1,GO:0070847;GO:0016592;GO:0001128;GO:0006357;GO:0051123
TRINITY_DN29756_c0_g1,GO:0005801;GO:0005789;GO:0031985;GO:0000139;GO:0016021;GO:0016020;GO:0031201;GO:0006888;GO:0015031;GO:0048280;GO:0016192
TRINITY_DN13249_c0_g1,GO:0005634;GO:0000502;GO:0003684;GO:0006289;GO:0045070;GO:0043161;GO:0032434
TRINITY_DN19318_c0_g1,GO:0016020;GO:0005739;GO:0005654;GO:0005782;GO:0005777;GO:0004165;GO:0000062;GO:0016863;GO:0006635
TRINITY_DN29446_c0_g1,GO:0070062;GO:0005834;GO:0003924;GO:0004871;GO:0007186;GO:0030308
TRINITY_DN37186_c0_g1,GO:0005671;GO:0008622;GO:0003677;GO:0003887;GO:0043966
TRINITY_DN24399_c0_g1,GO:0005794;GO:0007165
TRINITY_DN26550_c0_g1,GO:0005737;GO:0005634;GO:0005524;GO:0004674;GO:0006897;GO:0018105;GO:0008360;GO:0016055
TRINITY_DN39993_c0_g1,GO:0009986;GO:0005905;GO:0030135;GO:0005737;GO:0005829;GO:0005769;GO:0070062;GO:0031012;GO:0005615;GO:0046696;GO:0016020;GO:0005743;GO:0005759;GO:0005739;GO:0043209;GO:0005886;GO:0043234;GO:0030141;GO:0005524;GO:0016887;GO:0051087;GO:0003688;GO:0003725;GO:0001530;GO:0002039;GO:0044822;GO:0044183;GO:0003697;GO:0031625;GO:0051082;GO:0006458;GO:0006919;GO:0008637;GO:0042113;GO:0002368;GO:0042100;GO:0051131;GO:0061077;GO:0048291;GO:0002755;GO:0043066;GO:0043065;GO:0032727;GO:0032729;GO:0032733;GO:0032735;GO:0032755;GO:0043032;GO:0050870;GO:0002842;GO:0045041;GO:0051604;GO:0042026;GO:0050821;GO:0009409;GO:0006986;GO:0042110;GO:0016032
TRINITY_DN37234_c0_g1,GO:0005576;GO:0016491
TRINITY_DN16946_c0_g1,GO:0005769;GO:0070062;GO:0005634;GO:0055037;GO:0000151;GO:0003677;GO:0004842;GO:0008270;GO:0051865;GO:0042787
TRINITY_DN28146_c0_g1,GO:0042641;GO:0031252;GO:0005911;GO:0005737;GO:0005856;GO:0070062;GO:0005886;GO:0005524;GO:0000287;GO:0004672;GO:0004674;GO:0031532;GO:0031032;GO:0016477;GO:0007010;GO:0007163;GO:0035556;GO:0006468;GO:0007165
TRINITY_DN34395_c0_g1,GO:0005913;GO:0005737;GO:0005829;GO:0070062;GO:0005730;GO:0005634;GO:0001671;GO:0051117;GO:0098641;GO:0051087;GO:0030544;GO:0001106;GO:0051082;GO:0070389;GO:0051085;GO:0090084;GO:0097201;GO:0032781
TRINITY_DN35818_c0_g1,GO:0015030;GO:0071013;GO:0005737;GO:0005829;GO:0005794;GO:0005654;GO:0046540;GO:0044822;GO:0007050;GO:0097193;GO:0000481;GO:0045292;GO:0000398;GO:0045585;GO:0000387
TRINITY_DN3894_c0_g1,GO:0005783;GO:0031307;GO:0005779;GO:0005777;GO:0043234;GO:0035584;GO:0000266;GO:0043653;GO:0008053;GO:0070584;GO:0000422;GO:0032471;GO:0016559;GO:0043280;GO:0007204;GO:2001244;GO:0051561;GO:0090141;GO:0090314;GO:0051260;GO:0006626;GO:0001836
TRINITY_DN27115_c0_g1,GO:0015629;GO:0045177;GO:0045178;GO:0016323;GO:0031252;GO:0005925;GO:0005927;GO:0001725;GO:0030018;GO:0005915;GO:0003779;GO:0051371;GO:0008270;GO:0061061;GO:0030239;GO:0001952
TRINITY_DN33704_c0_g1,GO:0005783;GO:0030176;GO:0016020;GO:0005634;GO:0035497;GO:0003682;GO:0043565;GO:0046332;GO:0003700;GO:0044212;GO:0001077;GO:0030968;GO:0070278;GO:0007275;GO:1902236;GO:0001649;GO:0032967;GO:1990440;GO:0030278
TRINITY_DN38265_c0_g1,
TRINITY_DN9669_c0_g1,GO:0016020;GO:0005730;GO:0005654;GO:0005524;GO:0004004;GO:0044822;GO:0008625;GO:0006397;GO:0010501;GO:0008380;GO:0006364
TRINITY_DN22527_c0_g1,GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0005524;GO:0004004;GO:0030331;GO:0044822;GO:0003713;GO:0072358;GO:0033148;GO:0045944;GO:0045893;GO:0009791;GO:2001014;GO:0010501;GO:0006351
TRINITY_DN10615_c0_g1,GO:0005829;GO:0018444;GO:0005525;GO:0003924;GO:0044822;GO:0003747;GO:0007049;GO:0002184;GO:0000184;GO:0006415
TRINITY_DN24250_c0_g1,GO:0022625;GO:0003723;GO:0003735;GO:0051726;GO:0006412
TRINITY_DN32571_c0_g1,GO:0005759;GO:0005524;GO:0004075;GO:0046872;GO:0004658
TRINITY_DN37893_c0_g1,
TRINITY_DN36907_c0_g1,GO:0005829;GO:0022625;GO:0005730;GO:0003729;GO:0003735;GO:0002181;GO:0000463;GO:0006412
TRINITY_DN22725_c0_g1,
TRINITY_DN34855_c0_g1,GO:0005829;GO:0005643;GO:0005654;GO:0008139;GO:0008565;GO:0075733;GO:0019054;GO:0006607;GO:0006461;GO:0046718;GO:0075732
TRINITY_DN7452_c0_g1,GO:0005813;GO:0005929;GO:0005881;GO:0005794;GO:0000139;GO:0030496;GO:0005634;GO:0032391;GO:0005876;GO:0019003;GO:0005525;GO:0003924;GO:0008017;GO:0060271;GO:0000910;GO:0001822;GO:0042461;GO:0015031;GO:0007264
TRINITY_DN2669_c0_g1,GO:0005737;GO:0005829;GO:0005654;GO:0005634;GO:0022624;GO:0000502;GO:0008540;GO:0042802;GO:0044822;GO:0031593;GO:0031145;GO:0002479;GO:0038095;GO:0000165;GO:0090090;GO:0051436;GO:0038061;GO:0090263;GO:0051437;GO:0043248;GO:0043161;GO:0000209;GO:0006521;GO:0043488;GO:0002223;GO:0050852;GO:0033209;GO:0060071
TRINITY_DN26174_c0_g1,
TRINITY_DN37061_c0_g1,GO:0005829;GO:0018423;GO:0006481
TRINITY_DN27809_c0_g1,GO:0005737;GO:0005856;GO:0003779;GO:0005509;GO:0051693;GO:0030043;GO:0030041;GO:0051014;GO:0045010;GO:0007275
TRINITY_DN3312_c0_g1,GO:0005730;GO:0005634;GO:0043069;GO:0022008;GO:0048477;GO:0006357
TRINITY_DN33867_c0_g1,GO:0005737;GO:0005634;GO:0000502;GO:0005524;GO:0016787;GO:0030163
TRINITY_DN39586_c0_g1,GO:0005730;GO:0005634;GO:0030687;GO:0016435;GO:0008650;GO:0000466;GO:0000463;GO:0031167
TRINITY_DN11390_c0_g1,GO:0032154;GO:0030139;GO:0005768;GO:0030496;GO:0055038;GO:0030306;GO:0005509;GO:0042803;GO:0017137;GO:0043565;GO:0003700;GO:0000910;GO:0048592;GO:0051726;GO:0006810
TRINITY_DN22632_c0_g1,GO:0004252;GO:0007596;GO:0042730
TRINITY_DN3469_c0_g1,GO:0005737;GO:0000932;GO:0005794;GO:0045111;GO:0016020;GO:0005634;GO:0005886;GO:0004534;GO:0003677;GO:0044822;GO:0007569;GO:0071044;GO:0007126;GO:0071028;GO:0000956;GO:0006396;GO:0016075;GO:0000723
TRINITY_DN36989_c0_g1,GO:0031429;GO:0034513;GO:0000454
TRINITY_DN21054_c0_g1,GO:0022625;GO:0003723;GO:0003735;GO:0097421;GO:0006412
TRINITY_DN21074_c0_g1,GO:0005739;GO:0005524;GO:0016874;GO:0006450;GO:0006412
TRINITY_DN29401_c0_g1,GO:0005634;GO:0005685;GO:0071004;GO:0042802;GO:0003729;GO:0050733;GO:0006376;GO:0045843
TRINITY_DN31892_c0_g1,GO:0030054;GO:0016021;GO:0043005;GO:0005886;GO:0030672;GO:0016192
TRINITY_DN14455_c0_g1,GO:0034451;GO:0005814;GO:0005813;GO:0036064;GO:0035869;GO:0005737;GO:0031410;GO:0005829;GO:0016020;GO:0036038;GO:0005634;GO:0032391;GO:0043234;GO:0042802;GO:0060271;GO:0042462;GO:0000086;GO:0030902;GO:0030916;GO:0090316;GO:0045893;GO:0048793;GO:0015031;GO:0070201
TRINITY_DN37780_c0_g1,GO:0016021;GO:0005743;GO:0045277;GO:0004129;GO:0019646
TRINITY_DN25287_c0_g1,GO:0005615;GO:0005622;GO:0030882;GO:0001530;GO:0070891;GO:0042834;GO:0032934;GO:0045456;GO:0032367;GO:0061057;GO:0055092;GO:0015918;GO:0008039
TRINITY_DN10920_c0_g1,GO:0031965;GO:0031080;GO:0017056;GO:0006406;GO:0045893;GO:0006606
TRINITY_DN19275_c0_g1,GO:0016021;GO:0005886;GO:0005524;GO:0004714;GO:0001525;GO:0001568;GO:0071603;GO:0007507
TRINITY_DN39195_c0_g1,GO:0001669;GO:0005759;GO:0031514;GO:0004148;GO:0050660;GO:0045454
TRINITY_DN3691_c1_g1,GO:0005737;GO:0005654;GO:0019212;GO:0019901;GO:0051721;GO:0004864;GO:0019888;GO:0051301;GO:0000086;GO:0007067
TRINITY_DN38448_c0_g1,GO:0010008;GO:0019894;GO:0007030;GO:0032418;GO:1903527;GO:0032880
TRINITY_DN22366_c0_g1,GO:0005634;GO:0008143;GO:0008266;GO:0006397;GO:0048024;GO:0006355;GO:0006351
TRINITY_DN29946_c0_g1,GO:0005737;GO:0005874;GO:0005524;GO:0003777;GO:0007018
TRINITY_DN15702_c0_g1,GO:0005783;GO:0005509;GO:0044325;GO:0051219;GO:0005080;GO:0003723;GO:0001701;GO:0001889;GO:0006491;GO:0010977;GO:0006807;GO:0051291;GO:0072001
TRINITY_DN5805_c0_g1,GO:0005634;GO:0005524;GO:0003677;GO:0004386
TRINITY_DN37214_c0_g1,GO:1990716;GO:0005737;GO:0005874;GO:0031514;GO:0005654;GO:1904158;GO:0003351
TRINITY_DN13337_c0_g1,GO:0003964;GO:0006313
TRINITY_DN25731_c0_g1,GO:0004556;GO:0046872;GO:0005975
TRINITY_DN32700_c0_g1,GO:0000785;GO:0005737;GO:0000800;GO:0030893;GO:0016363;GO:0034991;GO:0005654;GO:0000922;GO:0005524;GO:0003682;GO:0051301;GO:0006281;GO:0007126;GO:0007064;GO:0007052;GO:0032876;GO:0006275;GO:0007165;GO:0019827
TRINITY_DN38194_c0_g1,GO:0022625;GO:0003735;GO:0002181
